symbol,name,market,industry
6902.TW,GOGOLOOK,TW,數位雲端
6906.TW,現觀科,TW,數位雲端
6908.TW,宏碁遊戲-創,TW,電子通路業
6909.TW,創控,TW,半導體業
6914.TW,阜爾運通,TW,其他
6916.TW,華凌,TW,光電業
6921.TW,嘉雨思-創,TW,半導體業
6924.TW,榮惠-KY創,TW,電子零組件業
6928.TW,攸泰科技,TW,電腦及週邊設備業
6933.TW,AMAX-KY,TW,電腦及週邊設備業
6937.TW,天虹,TW,半導體業
6952.TW,大武山,TW,其他
6957.TW,裕慶-KY,TW,其他
6958.TW,日盛台駿,TW,其他
6962.TW,奕力-KY,TW,半導體業
6988.TW,威力暘-創,TW,汽車工業
7631.TW,聚賢研發-創,TW,其他電子業
7689.TW,大鵬科CLMX,TW,通信網路業
7705.TW,三商餐飲,TW,觀光餐旅
7711.TW,永擎,TW,電腦及週邊設備業
7721.TW,微程式,TW,數位雲端
7722.TW,LINEPAY,TW,數位雲端
7730.TW,暉盛-創,TW,半導體業
7732.TW,金興精密,TW,汽車工業
7736.TW,虎山,TW,汽車工業
7749.TW,意騰-KY,TW,半導體業
7750.TW,新代,TW,電機機械
7760.TW,享溫馨,TW,觀光餐旅
7765.TW,中華資安,TW,數位雲端
7768.TW,頌勝科技,TW,半導體業
7769.TW,鴻勁,TW,半導體業
7780.TW,大研生醫*,TW,食品工業
7788.TW,松川精密,TW,電子零組件業
7791.TW,皇家可口,TW,食品工業
7795.TW,長廣,TW,電子零組件業
7821.TW,神數,TW,汽車工業
7822.TW,倍利科,TW,半導體業
7823.TW,奧義賽博-KY創,TW,數位雲端
7835.TW,永悅健康-創,TW,數位雲端
7855.TW,和運租車,TW,其他
8011.TW,台通,TW,通信網路業
8016.TW,矽創,TW,半導體業
8021.TW,尖點,TW,其他電子業
8028.TW,昇陽半導體,TW,半導體業
8033.TW,雷虎,TW,其他
8039.TW,台虹,TW,電子零組件業
8045.TW,達運光電,TW,通信網路業
8046.TW,南電,TW,電子零組件業
8070.TW,長華*,TW,電子通路業
8072.TW,陞泰,TW,電子通路業
8081.TW,致新,TW,半導體業
8101.TW,華冠,TW,通信網路業
8103.TW,瀚荃,TW,電子零組件業
8104.TW,錸寶,TW,光電業
8105.TW,凌巨,TW,光電業
8110.TW,華東,TW,半導體業
8112.TW,至上,TW,電子通路業
8114.TW,振樺電,TW,電腦及週邊設備業
8131.TW,福懋科,TW,半導體業
8150.TW,南茂,TW,半導體業
8162.TW,微矽電子-創,TW,半導體業
8163.TW,達方,TW,電腦及週邊設備業
8201.TW,無敵,TW,其他電子業
8210.TW,勤誠,TW,電腦及週邊設備業
8213.TW,志超,TW,電子零組件業
8215.TW,明基材,TW,光電業
8222.TW,寶一,TW,電機機械
8249.TW,菱光,TW,電子零組件業
8261.TW,富鼎,TW,半導體業
8271.TW,宇瞻,TW,半導體業
8367.TW,建新國際,TW,航運業
8374.TW,羅昇,TW,電機機械
8404.TW,百和興業-KY,TW,其他
8411.TW,福貞-KY,TW,其他
8442.TW,威宏-KY,TW,其他
8454.TW,富邦媒,TW,數位雲端
8463.TW,潤泰材,TW,其他
8466.TW,美吉吉-KY,TW,其他
8481.TW,政伸,TW,其他
8487.TW,愛爾達-創,TW,數位雲端
8488.TW,吉源-KY,TW,其他
8499.TW,鼎炫-KY,TW,其他電子業
8926.TW,台汽電,TW,油電燃氣業
8940.TW,新天地,TW,觀光餐旅
8996.TW,高力,TW,電機機械
9103.TW,美德醫療-DR,TW,產業代碼 91
9105.TW,泰金寶-DR,TW,產業代碼 91
9110.TW,越南控-DR,TW,產業代碼 91
9136.TW,巨騰-DR,TW,產業代碼 91
9902.TW,台火,TW,其他
9905.TW,大華,TW,其他
9907.TW,統一實,TW,其他
9908.TW,大台北,TW,油電燃氣業
9912.TW,偉聯,TW,電腦及週邊設備業
9917.TW,中保科,TW,其他
9918.TW,欣天然,TW,油電燃氣業
9919.TW,康那香,TW,其他
9925.TW,新保,TW,其他
9926.TW,新海,TW,油電燃氣業
9927.TW,泰銘,TW,其他
9928.TW,中視,TW,其他
9929.TW,秋雨,TW,其他
9931.TW,欣高,TW,油電燃氣業
9933.TW,中鼎,TW,其他
9937.TW,全國,TW,油電燃氣業
9938.TW,百和,TW,其他
9939.TW,宏全,TW,其他
9940.TW,信義,TW,其他
9941.TW,裕融,TW,其他
9942.TW,茂順,TW,其他
9943.TW,好樂迪,TW,觀光餐旅
9944.TW,新麗,TW,其他
9945.TW,潤泰新,TW,其他
9958.TW,世紀鋼,TW,鋼鐵工業
1240.TWO,茂生農經,TWO,農業科技業
1259.TWO,安心,TWO,觀光餐旅
1264.TWO,德麥,TWO,食品工業
1268.TWO,漢來美食,TWO,觀光餐旅
1294.TWO,漢田生技,TWO,食品工業
1295.TWO,生合,TWO,食品工業
1336.TWO,台翰,TWO,電子零組件業
1569.TWO,濱川,TWO,電腦及週邊設備業
1570.TWO,力肯,TWO,電機機械
1580.TWO,新麥,TWO,電機機械
1584.TWO,精剛,TWO,其他
1586.TWO,和勤,TWO,電機機械
1591.TWO,駿吉-KY,TWO,電機機械
1595.TWO,川寶,TWO,半導體業
1599.TWO,宏佳騰,TWO,電機機械
1742.TWO,台蠟,TWO,化學工業
1780.TWO,立弘,TWO,食品工業
1785.TWO,光洋科,TWO,其他電子業
1796.TWO,金穎生技,TWO,食品工業
1815.TWO,富喬,TWO,電子零組件業
2035.TWO,唐榮公司,TWO,鋼鐵工業
2061.TWO,風青,TWO,電器電纜
2063.TWO,世鎧精密,TWO,鋼鐵工業
2064.TWO,晉椿,TWO,鋼鐵工業
2065.TWO,世豐,TWO,鋼鐵工業
2066.TWO,世德,TWO,電機機械
2067.TWO,嘉鋼,TWO,電機機械
2070.TWO,精湛,TWO,電機機械
2073.TWO,雄順,TWO,鋼鐵工業
2221.TWO,大甲,TWO,其他
2235.TWO,謚源,TWO,電機機械
2640.TWO,大車隊,TWO,數位雲端
2641.TWO,正德,TWO,航運業
2643.TWO,捷迅,TWO,航運業
2719.TWO,燦星旅,TWO,觀光餐旅
2724.TWO,藝舍-KY,TWO,其他
2726.TWO,雅茗-KY,TWO,觀光餐旅
2729.TWO,瓦城,TWO,觀光餐旅
2732.TWO,六角,TWO,觀光餐旅
2734.TWO,易飛網,TWO,觀光餐旅
2736.TWO,富野,TWO,觀光餐旅
2740.TWO,華軒,TWO,觀光餐旅
2743.TWO,山富,TWO,觀光餐旅
2745.TWO,五福,TWO,觀光餐旅
2751.TWO,王座,TWO,觀光餐旅
2752.TWO,豆府,TWO,觀光餐旅
2754.TWO,亞洲藏壽司,TWO,觀光餐旅
2755.TWO,揚秦,TWO,觀光餐旅
2756.TWO,聯發國際,TWO,觀光餐旅
2926.TWO,誠品生活,TWO,文化創意業
2949.TWO,欣新網,TWO,數位雲端
3064.TWO,泰偉,TWO,文化創意業
3066.TWO,李洲,TWO,光電業
3071.TWO,協禧,TWO,電腦及週邊設備業
3078.TWO,僑威,TWO,電子零組件業
3081.TWO,聯亞,TWO,通信網路業
3083.TWO,網龍,TWO,文化創意業
3085.TWO,新零售,TWO,數位雲端
3086.TWO,華義*,TWO,文化創意業
3088.TWO,艾訊,TWO,電腦及週邊設備業
3093.TWO,港建*,TWO,其他電子業
3095.TWO,及成,TWO,通信網路業
3105.TWO,穩懋,TWO,半導體業
3114.TWO,好德,TWO,電子零組件業
3115.TWO,富榮綱,TWO,電子零組件業
3122.TWO,笙泉,TWO,半導體業
3128.TWO,昇銳,TWO,光電業
3131.TWO,弘塑,TWO,半導體業
3141.TWO,晶宏,TWO,半導體業
3147.TWO,大綜,TWO,資訊服務業
3152.TWO,璟德,TWO,通信網路業
3158.TWO,嘉實,TWO,資訊服務業
3162.TWO,精確,TWO,電機機械
3163.TWO,波若威,TWO,通信網路業
3169.TWO,亞信,TWO,半導體業
3178.TWO,公準,TWO,半導體業
3191.TWO,雲嘉南,TWO,電子零組件業
3206.TWO,志豐,TWO,電子零組件業
3207.TWO,耀勝,TWO,電子零組件業
3211.TWO,順達,TWO,電腦及週邊設備業
3213.TWO,茂訊,TWO,電腦及週邊設備業
3217.TWO,優群,TWO,電子零組件業
3219.TWO,倚強科,TWO,其他電子業
3221.TWO,台嘉碩,TWO,通信網路業
3224.TWO,三顧,TWO,電子通路業
3226.TWO,龍鋒,TWO,電機機械
3227.TWO,原相,TWO,半導體業
3228.TWO,金麗科,TWO,半導體業
3230.TWO,錦明,TWO,光電業
3232.TWO,昱捷,TWO,電子通路業
3234.TWO,光環,TWO,通信網路業
3236.TWO,千如,TWO,電子零組件業
3252.TWO,海灣,TWO,觀光餐旅
3259.TWO,鑫創,TWO,半導體業
3260.TWO,威剛,TWO,半導體業
3264.TWO,欣銓,TWO,半導體業
3265.TWO,台星科,TWO,半導體業
3268.TWO,海德威,TWO,半導體業
3272.TWO,東碩,TWO,電腦及週邊設備業
3276.TWO,宇環,TWO,電子零組件業
3284.TWO,太普高,TWO,其他
3285.TWO,微端,TWO,其他電子業
3287.TWO,廣寰科,TWO,電腦及週邊設備業
3288.TWO,點晶,TWO,電子零組件業
3289.TWO,宜特,TWO,其他電子業
3290.TWO,東浦,TWO,電子零組件業
3293.TWO,鈊象,TWO,文化創意業
3294.TWO,英濟,TWO,電子零組件業
3297.TWO,杭特,TWO,光電業
3303.TWO,岱稜,TWO,其他電子業
3306.TWO,鼎天,TWO,通信網路業
3310.TWO,佳穎,TWO,電子零組件業
3317.TWO,尼克森,TWO,半導體業
3322.TWO,建舜電,TWO,電子零組件業
3323.TWO,加百裕,TWO,電腦及週邊設備業
3324.TWO,雙鴻,TWO,其他電子業
3325.TWO,旭品,TWO,電腦及週邊設備業
3332.TWO,幸康,TWO,電子零組件業
3339.TWO,泰谷,TWO,光電業
3349.TWO,寶德,TWO,電腦及週邊設備業
3354.TWO,律勝,TWO,電子零組件業
3357.TWO,臺慶科,TWO,電子零組件業
3360.TWO,尚立,TWO,電子通路業
3362.TWO,先進光,TWO,光電業
3363.TWO,上詮,TWO,通信網路業
3372.TWO,典範,TWO,半導體業
3373.TWO,熱映,TWO,其他電子業
3374.TWO,精材,TWO,半導體業
3379.TWO,彬台,TWO,電機機械
3388.TWO,崇越電,TWO,電子零組件業
3390.TWO,旭軟,TWO,電子零組件業
3402.TWO,漢科,TWO,其他電子業
3430.TWO,奇鈦科,TWO,化學工業
3434.TWO,哲固,TWO,光電業
3438.TWO,類比科,TWO,半導體業
3441.TWO,聯一光電,TWO,光電業
3444.TWO,利機,TWO,電子通路業
3455.TWO,由田,TWO,光電業
3465.TWO,進泰電子,TWO,其他電子業
3466.TWO,德晉,TWO,通信網路業
3467.TWO,台灣精材,TWO,半導體業
3479.TWO,安勤,TWO,電腦及週邊設備業
3483.TWO,力致,TWO,電腦及週邊設備業
3484.TWO,崧騰,TWO,電子零組件業
3485.TWO,敘豐,TWO,電子零組件業
3490.TWO,單井,TWO,光電業
3491.TWO,昇達科,TWO,通信網路業
3492.TWO,長盛,TWO,電子零組件業
3498.TWO,陽程,TWO,其他電子業
3499.TWO,環天科,TWO,通信網路業
3508.TWO,位速,TWO,其他電子業
3511.TWO,矽瑪,TWO,電子零組件業
3516.TWO,亞帝歐,TWO,光電業
3520.TWO,華盈,TWO,電子零組件業
3522.TWO,御嵿,TWO,觀光餐旅
3523.TWO,迎輝,TWO,光電業
3526.TWO,凡甲,TWO,電子零組件業
3527.TWO,聚積,TWO,半導體業
3529.TWO,力旺,TWO,半導體業
3531.TWO,先益,TWO,光電業
3537.TWO,堡達,TWO,電子零組件業
3540.TWO,曜越,TWO,電腦及週邊設備業
3541.TWO,西柏,TWO,其他電子業
3546.TWO,宇峻,TWO,文化創意業
3548.TWO,兆利,TWO,電子零組件業
3552.TWO,同致,TWO,其他電子業
3555.TWO,博士旺,TWO,半導體業
3556.TWO,禾瑞亞,TWO,半導體業
3558.TWO,神準,TWO,通信網路業
3564.TWO,其陽,TWO,通信網路業
3567.TWO,逸昌,TWO,半導體業
3570.TWO,大塚,TWO,資訊服務業
3577.TWO,泓格,TWO,電腦及週邊設備業
3580.TWO,友威科,TWO,其他電子業
3581.TWO,博磊,TWO,半導體業
3587.TWO,閎康,TWO,其他電子業
3594.TWO,磐儀,TWO,電腦及週邊設備業
3597.TWO,映興,TWO,電子零組件業
3609.TWO,三一東林,TWO,電子零組件業
3611.TWO,鼎翰,TWO,電腦及週邊設備業
3615.TWO,安可,TWO,光電業
3623.TWO,富晶通,TWO,光電業
3624.TWO,光頡,TWO,電子零組件業
3625.TWO,西勝,TWO,電腦及週邊設備業
3628.TWO,盈正,TWO,其他電子業
3629.TWO,地心引力,TWO,文化創意業
3630.TWO,新鉅科,TWO,光電業
3631.TWO,晟楠,TWO,電子零組件業
3632.TWO,研勤,TWO,通信網路業
3646.TWO,艾恩特,TWO,電子零組件業
3663.TWO,鑫科,TWO,其他電子業
3664.TWO,安瑞-KY,TWO,通信網路業
3666.TWO,光耀,TWO,光電業
3672.TWO,康聯訊,TWO,通信網路業
3675.TWO,德微,TWO,半導體業
3680.TWO,家登,TWO,半導體業
3684.TWO,榮昌,TWO,通信網路業
3685.TWO,元創精密,TWO,電機機械
3687.TWO,歐買尬,TWO,數位雲端
3689.TWO,湧德,TWO,電子零組件業
3691.TWO,碩禾,TWO,光電業
3693.TWO,營邦,TWO,電腦及週邊設備業
3707.TWO,漢磊,TWO,半導體業
3709.TWO,鑫聯大投控,TWO,電腦及週邊設備業
3710.TWO,連展投控,TWO,電子零組件業
4154.TWO,樂威科-KY,TWO,其他
4171.TWO,瑞基,TWO,農業科技業
4205.TWO,中華食,TWO,食品工業
4207.TWO,環泰,TWO,食品工業
4303.TWO,信立,TWO,塑膠工業
4304.TWO,勝昱,TWO,塑膠工業
4305.TWO,世坤,TWO,塑膠工業
4419.TWO,皇家美食,TWO,觀光餐旅
4430.TWO,耀億,TWO,其他
4502.TWO,健信,TWO,電機機械
4503.TWO,金雨,TWO,電機機械
4506.TWO,崇友,TWO,電機機械
4510.TWO,高鋒,TWO,電機機械
4513.TWO,福裕,TWO,電機機械
4523.TWO,永彰,TWO,電機機械
4527.TWO,方方土霖,TWO,電機機械
4528.TWO,江興鍛,TWO,電機機械
4529.TWO,淳紳,TWO,其他
4530.TWO,天意能創,TWO,觀光餐旅
4533.TWO,協易機,TWO,電機機械
4534.TWO,慶騰,TWO,電機機械
4535.TWO,至興,TWO,電機機械
4538.TWO,大詠城,TWO,電機機械
4541.TWO,晟田,TWO,其他
4542.TWO,科嶠,TWO,電子零組件業
4543.TWO,萬在,TWO,電機機械
4549.TWO,桓達,TWO,電機機械
4550.TWO,長佳,TWO,電機機械
4554.TWO,橙的,TWO,其他電子業
4556.TWO,旭然,TWO,其他
4558.TWO,寶緯,TWO,電機機械
4561.TWO,健椿,TWO,電機機械
4563.TWO,百德,TWO,電機機械
4568.TWO,科際精密,TWO,電機機械
4577.TWO,達航科技,TWO,其他電子業
4580.TWO,捷流閥業,TWO,電機機械
4584.TWO,君帆,TWO,電機機械
4706.TWO,大恭,TWO,化學工業
4707.TWO,磐亞,TWO,化學工業
4711.TWO,永純,TWO,化學工業
4714.TWO,永捷,TWO,化學工業
4716.TWO,大立,TWO,化學工業
4721.TWO,美琪瑪,TWO,化學工業
4729.TWO,熒茂,TWO,光電業
4741.TWO,泓瀚,TWO,化學工業
4749.TWO,新應材,TWO,半導體業
4754.TWO,國碳科,TWO,化學工業
4760.TWO,勤凱科技,TWO,其他電子業
4767.TWO,誠泰科技,TWO,化學工業
4768.TWO,晶呈科技,TWO,化學工業
4772.TWO,台特化,TWO,化學工業
4804.TWO,大略-KY,TWO,觀光餐旅
4806.TWO,桂田文創,TWO,文化創意業
4903.TWO,聯光通,TWO,通信網路業
4908.TWO,前鼎,TWO,通信網路業
4909.TWO,新復興,TWO,通信網路業
4923.TWO,力士,TWO,半導體業
4931.TWO,新盛力,TWO,電腦及週邊設備業
4933.TWO,友輝,TWO,光電業
4939.TWO,亞電,TWO,電子零組件業
4946.TWO,辣椒,TWO,文化創意業
4950.TWO,金耘國際,TWO,鋼鐵工業
4951.TWO,精拓科,TWO,半導體業
4953.TWO,緯致,TWO,資訊服務業
4966.TWO,譜瑞-KY,TWO,半導體業
4971.TWO,IET-KY,TWO,半導體業
4972.TWO,湯石照明,TWO,光電業
4973.TWO,廣穎電通,TWO,半導體業
4974.TWO,亞泰,TWO,電子零組件業
4979.TWO,華星光,TWO,通信網路業
4991.TWO,環宇-KY,TWO,半導體業
4995.TWO,晶達,TWO,光電業
5009.TWO,榮剛,TWO,鋼鐵工業
5011.TWO,久陽,TWO,鋼鐵工業
5013.TWO,強新,TWO,鋼鐵工業
5014.TWO,建錩,TWO,鋼鐵工業
5015.TWO,華祺,TWO,鋼鐵工業
5016.TWO,松和,TWO,鋼鐵工業
5201.TWO,凱衛,TWO,資訊服務業
5202.TWO,力新,TWO,資訊服務業
5209.TWO,新鼎,TWO,其他
5210.TWO,寶碩,TWO,資訊服務業
5211.TWO,蒙恬,TWO,資訊服務業
5212.TWO,凌網,TWO,資訊服務業
5220.TWO,萬達光電,TWO,光電業
5223.TWO,安力-KY,TWO,電腦及週邊設備業
5227.TWO,立凱-KY,TWO,電子零組件業
5228.TWO,鈺鎧,TWO,電子零組件業
5230.TWO,雷笛克光學,TWO,光電業
5245.TWO,智晶,TWO,光電業
5251.TWO,天鉞電,TWO,光電業
5263.TWO,智崴,TWO,文化創意業
5272.TWO,笙科,TWO,半導體業
5274.TWO,信驊,TWO,半導體業
5276.TWO,達輝-KY,TWO,其他
5278.TWO,尚凡*,TWO,數位雲端
5287.TWO,數字,TWO,數位雲端
5289.TWO,宜鼎,TWO,電腦及週邊設備業
5291.TWO,邑昇,TWO,電子零組件業
5299.TWO,杰力,TWO,半導體業
5301.TWO,寶得利,TWO,觀光餐旅
5302.TWO,太欣,TWO,半導體業
5309.TWO,系統電,TWO,電子零組件業
5310.TWO,天剛,TWO,資訊服務業
5314.TWO,世紀*,TWO,其他
5315.TWO,光聯,TWO,光電業
5321.TWO,美而快,TWO,數位雲端
5328.TWO,華容,TWO,電子零組件業
5340.TWO,建榮,TWO,電子零組件業
5344.TWO,立衛,TWO,半導體業
5345.TWO,馥鴻,TWO,其他
5347.TWO,世界,TWO,半導體業
5351.TWO,鈺創,TWO,半導體業
5353.TWO,台林,TWO,通信網路業
5355.TWO,佳總,TWO,電子零組件業
5356.TWO,協益,TWO,電腦及週邊設備業
5364.TWO,力麗店,TWO,觀光餐旅
5371.TWO,中光電,TWO,光電業
5381.TWO,光譜,TWO,電機機械
5386.TWO,青雲,TWO,電腦及週邊設備業
5392.TWO,能率,TWO,光電業
5398.TWO,慕康生醫,TWO,其他
5403.TWO,中菲,TWO,資訊服務業
5410.TWO,國眾,TWO,資訊服務業
5425.TWO,台半,TWO,半導體業
5426.TWO,振發,TWO,電腦及週邊設備業
5438.TWO,東友,TWO,電腦及週邊設備業
5439.TWO,高技,TWO,電子零組件業
5443.TWO,均豪,TWO,半導體業
5450.TWO,南良,TWO,其他
5452.TWO,佶優,TWO,其他電子業
5457.TWO,宣德,TWO,電子零組件業
5460.TWO,同協,TWO,電子零組件業
5464.TWO,霖宏,TWO,電子零組件業
5465.TWO,富驊,TWO,電腦及週邊設備業
5468.TWO,凱鈺,TWO,半導體業
5474.TWO,聰泰,TWO,電腦及週邊設備業
5475.TWO,德宏,TWO,電子零組件業
5478.TWO,智冠,TWO,文化創意業
5481.TWO,新華,TWO,其他
5483.TWO,中美晶,TWO,半導體業
5487.TWO,通泰,TWO,半導體業
5488.TWO,松普,TWO,電子零組件業
5489.TWO,彩富,TWO,其他電子業
5490.TWO,同亨,TWO,電腦及週邊設備業
5493.TWO,三聯,TWO,其他電子業
5498.TWO,凱崴,TWO,電子零組件業
5530.TWO,龍巖,TWO,其他
5536.TWO,聖暉*,TWO,其他電子業
5601.TWO,台聯櫃,TWO,航運業
5603.TWO,陸海,TWO,航運業
5604.TWO,中連,TWO,其他
5609.TWO,中菲行,TWO,航運業
5701.TWO,劍湖山,TWO,觀光餐旅
5703.TWO,亞都麗緻,TWO,觀光餐旅
5704.TWO,老爺知,TWO,觀光餐旅
5905.TWO,南仁湖,TWO,觀光餐旅
6101.TWO,寬魚國際,TWO,文化創意業
6103.TWO,合邦,TWO,半導體業
6104.TWO,創惟,TWO,半導體業
6109.TWO,亞元,TWO,通信網路業
6111.TWO,光聚晶電,TWO,文化創意業
6113.TWO,亞矽,TWO,電子通路業
6114.TWO,久威,TWO,電子零組件業
6118.TWO,建達,TWO,電子通路業
6121.TWO,新普,TWO,電腦及週邊設備業
6122.TWO,擎邦,TWO,電機機械
6123.TWO,上奇,TWO,資訊服務業
6124.TWO,業強,TWO,電子零組件業
6125.TWO,廣運,TWO,電機機械
6126.TWO,信音,TWO,電子零組件業
6127.TWO,九豪,TWO,電子零組件業
6129.TWO,普誠,TWO,半導體業
6134.TWO,萬旭,TWO,電子零組件業
6138.TWO,茂達,TWO,半導體業
6140.TWO,訊達電腦,TWO,資訊服務業
6143.TWO,振曜,TWO,通信網路業
6144.TWO,得利影,TWO,文化創意業
6146.TWO,耕興,TWO,其他電子業
6147.TWO,頎邦,TWO,半導體業
6148.TWO,驊宏資,TWO,資訊服務業
6150.TWO,撼訊,TWO,電腦及週邊設備業
6151.TWO,晉倫,TWO,其他電子業
6154.TWO,順發,TWO,電子通路業
6156.TWO,松上,TWO,電子零組件業
6158.TWO,禾昌,TWO,電子零組件業
6160.TWO,欣技,TWO,電腦及週邊設備業
6161.TWO,捷波,TWO,電腦及週邊設備業
6163.TWO,華電網,TWO,資訊服務業
6167.TWO,久正,TWO,光電業
6169.TWO,昱泉,TWO,文化創意業
6170.TWO,統振,TWO,通信網路業
6173.TWO,信昌電,TWO,電子零組件業
6174.TWO,安碁,TWO,電子零組件業
6175.TWO,立敦,TWO,電子零組件業
6179.TWO,亞通,TWO,其他
6180.TWO,橘子,TWO,文化創意業
6182.TWO,合晶,TWO,半導體業
6185.TWO,幃翔,TWO,電子零組件業
6187.TWO,萬潤,TWO,半導體業
6188.TWO,廣明,TWO,電腦及週邊設備業
6190.TWO,萬泰科,TWO,通信網路業
6194.TWO,育富,TWO,電子零組件業
6199.TWO,天品,TWO,其他
6203.TWO,海韻電,TWO,電子零組件業
6204.TWO,艾華,TWO,電子零組件業
6207.TWO,雷科,TWO,電子零組件業
6208.TWO,日揚,TWO,半導體業
6210.TWO,慶生,TWO,電子零組件業
6217.TWO,中探針,TWO,電子零組件業
6218.TWO,豪勉,TWO,通信網路業
6220.TWO,岳豐,TWO,電子零組件業
6221.TWO,晉泰,TWO,資訊服務業
6222.TWO,立軒,TWO,光電業
6223.TWO,旺矽,TWO,半導體業
6227.TWO,茂綸,TWO,電子通路業
6228.TWO,全譜,TWO,電腦及週邊設備業
6229.TWO,研通,TWO,半導體業
6231.TWO,系微,TWO,資訊服務業
6233.TWO,旺玖,TWO,半導體業
6234.TWO,高僑,TWO,光電業
6236.TWO,中湛,TWO,數位雲端
6237.TWO,驊訊,TWO,半導體業
6240.TWO,松崗,TWO,資訊服務業
6241.TWO,鑫永洋,TWO,通信網路業
6244.TWO,茂迪,TWO,光電業
6245.TWO,立端,TWO,通信網路業
6246.TWO,臺龍,TWO,光電業
6248.TWO,沛波,TWO,鋼鐵工業
6259.TWO,百徽,TWO,電子零組件業
6261.TWO,久元,TWO,半導體業
6263.TWO,普萊德,TWO,通信網路業
6265.TWO,方土昶,TWO,電子通路業
6266.TWO,泰詠,TWO,電子零組件業
6270.TWO,倍微,TWO,電子通路業
6274.TWO,台燿,TWO,電子零組件業
6275.TWO,元山,TWO,電子零組件業
6276.TWO,安鈦克,TWO,電腦及週邊設備業
6279.TWO,胡連,TWO,電子零組件業
6284.TWO,佳邦,TWO,電子零組件業
6290.TWO,良維,TWO,電子零組件業
6291.TWO,沛亨,TWO,半導體業
6292.TWO,迅德,TWO,電子零組件業
6294.TWO,智基,TWO,文化創意業
6411.TWO,晶焱,TWO,半導體業
6417.TWO,韋僑,TWO,通信網路業
6418.TWO,詠昇,TWO,電子零組件業
6419.TWO,京晨科,TWO,光電業
6423.TWO,億而得,TWO,半導體業
6425.TWO,易發,TWO,電機機械
6432.TWO,今展科,TWO,電子零組件業
6435.TWO,大中,TWO,半導體業
6441.TWO,廣錠,TWO,電腦及週邊設備業
6462.TWO,神盾,TWO,半導體業
6465.TWO,威潤,TWO,通信網路業
6470.TWO,宇智,TWO,通信網路業
6474.TWO,華豫寧,TWO,電子通路業
6482.TWO,弘煜科,TWO,文化創意業
6485.TWO,點序,TWO,半導體業
6486.TWO,互動,TWO,通信網路業
6488.TWO,環球晶,TWO,半導體業
6494.TWO,九齊,TWO,半導體業
6498.TWO,久禾光,TWO,光電業
6508.TWO,惠光,TWO,農業科技業
6509.TWO,聚和,TWO,化學工業
6510.TWO,精測,TWO,半導體業
6512.TWO,啟發電,TWO,其他電子業
6516.TWO,勤崴國際,TWO,資訊服務業
6517.TWO,保勝光學,TWO,光電業
6530.TWO,創威,TWO,通信網路業
6532.TWO,瑞耘,TWO,半導體業
6538.TWO,倉和,TWO,電子零組件業
6542.TWO,隆中,TWO,文化創意業
6546.TWO,正基,TWO,通信網路業
6548.TWO,長科*,TWO,半導體業
6556.TWO,勝品,TWO,光電業
6560.TWO,欣普羅,TWO,光電業
6561.TWO,是方,TWO,通信網路業
6568.TWO,宏觀,TWO,半導體業
6570.TWO,維田,TWO,電腦及週邊設備業
6577.TWO,勁豐,TWO,電腦及週邊設備業
6578.TWO,達邦蛋白,TWO,農業科技業
6584.TWO,南俊國際,TWO,電子零組件業
6588.TWO,東典光電,TWO,通信網路業
6590.TWO,普鴻,TWO,資訊服務業
6593.TWO,台灣銘板,TWO,資訊服務業
6596.TWO,寬宏藝術,TWO,文化創意業
6597.TWO,立誠,TWO,電子零組件業
6603.TWO,富強鑫,TWO,電機機械
6609.TWO,瀧澤科,TWO,電機機械
6613.TWO,朋億*,TWO,其他電子業
6640.TWO,均華,TWO,半導體業
6642.TWO,富致,TWO,電子零組件業
6643.TWO,M31,TWO,半導體業
6651.TWO,全宇昕,TWO,半導體業
6654.TWO,天正國際,TWO,其他電子業
6664.TWO,群翊,TWO,電子零組件業
6667.TWO,信紘科,TWO,其他電子業
6679.TWO,鈺太,TWO,半導體業
6680.TWO,鑫創電子,TWO,電腦及週邊設備業
6683.TWO,雍智科技,TWO,半導體業
6684.TWO,安格,TWO,半導體業
6690.TWO,安碁資訊,TWO,數位雲端
6693.TWO,廣閎科,TWO,半導體業
6697.TWO,東捷資訊,TWO,資訊服務業
6708.TWO,天擎,TWO,半導體業
6716.TWO,應廣,TWO,半導體業
6720.TWO,久昌,TWO,半導體業
6721.TWO,信實,TWO,其他
6725.TWO,矽科宏晟,TWO,其他電子業
6727.TWO,亞泰金屬,TWO,電子零組件業
6732.TWO,昇佳電子,TWO,半導體業
6735.TWO,美達科技,TWO,其他電子業
6739.TWO,竹陞科技,TWO,其他電子業
6741.TWO,91APP*-KY,TWO,數位雲端
6751.TWO,智聯服務,TWO,資訊服務業
6752.TWO,叡揚,TWO,資訊服務業
6761.TWO,穩得,TWO,電子零組件業
6763.TWO,綠界科技*,TWO,數位雲端
6788.TWO,華景電,TWO,半導體業
6791.TWO,虎門科技,TWO,資訊服務業
6811.TWO,宏碁資訊,TWO,數位雲端
6821.TWO,聯寶,TWO,電子零組件業
6823.TWO,濾能,TWO,半導體業
6829.TWO,千附精密,TWO,半導體業
6840.TWO,東研信超,TWO,其他電子業
6843.TWO,進典,TWO,電機機械
6846.TWO,綠茵,TWO,食品工業
6855.TWO,數泓科,TWO,其他電子業
6856.TWO,鑫傳,TWO,文化創意業
6859.TWO,伯特光,TWO,光電業
